Datetime,open,high,low,close,volume,dividends,stock splits,price_change,sentiment_score,sentiment_ewma,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_width,atr,volume_sma,volume_ratio,price_change_5,price_change_20,volatility
2023-09-05 09:30:00-04:00,245.0,253.72000122070312,244.8600006103516,252.1499938964844,29590743.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.1499938964844,252.1499938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05 10:30:00-04:00,252.14930725097656,253.9900054931641,251.0800018310547,252.2899932861328,19399372.0,0.0,0.0,0.0005552226572962393,0.0,0.0,0.0,0.0,252.2258268992106,252.22268588726337,0.0,0.0031410119472354836,0.0017450066373530463,0.0013960053098824373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05 11:30:00-04:00,252.27490234375,255.80999755859372,252.0919952392578,255.514404296875,15227832.0,0.0,0.0,0.012780574325376604,0.4,0.14459224985540775,0.0,0.0,253.50935941700575,253.4053683518306,0.0,0.10399106517516543,0.043649128988915493,0.06034193618624994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05 12:30:00-04:00,255.5500030517578,256.8999938964844,255.13999938964844,255.3600006103516,14724897.0,0.0,0.0,-0.0006042856446715206,0.0,0.10380560369728481,0.0,0.0,254.0935345178363,253.9517981147051,0.0,0.14173640313120472,0.07687652537857986,0.06485987775262486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05 13:30:00-04:00,255.3500061035156,257.5,255.1000061035156,257.32159423828125,12871130.0,0.0,0.0,0.007681679289008203,0.0,0.07944655934823186,0.0,0.0,254.9705868068711,254.73326773481992,0.0,0.23731907205117864,0.12460455568337483,0.1127145163678038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05 14:30:00-04:00,257.3299865722656,258.0,256.5799865722656,257.2749938964844,12179750.0,0.0,0.0,-0.0001810976724857527,0.0,0.06330073056961523,0.0,0.0,255.53067896405358,255.24235521292073,0.0,0.28832375113285025,0.1689815602613617,0.11934219087148853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020325203744022025,0.0,0.0
2023-09-05 15:30:00-04:00,257.2900085449219,257.80499267578125,255.9499969482422,256.4800109863281,8191241.0,0.0,0.0,-0.0030900123564908677,0.0,0.05184755965714269,0.0,0.0,255.74251908336487,255.46246587638376,0.0,0.28005320698110836,0.1970908309242282,0.08296237605688017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01660794249355435,0.0,0.0
2023-09-06 09:30:00-04:00,254.18760681152344,254.82989501953125,245.38999938964844,245.6499938964844,29590743.5,0.0,0.0,-0.042225579483545106,-0.8,-0.0881492500216138,0.0,0.0,253.63636463402486,253.8814335037947,0.0,-0.24506886976985243,0.09083154003242612,-0.33590040980227853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03860608339297156,0.0,0.0
2023-09-06 10:30:00-04:00,245.66000366210935,247.6000061035156,245.05999755859372,247.18919372558597,17778505.0,0.0,0.0,0.0062658248212705825,0.0,-0.07478922005935565,0.0,0.0,252.36088475434852,252.88949665434572,0.0,-0.5286118999972018,-0.05226296768917061,-0.4763489323080312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03199720733566758,0.0,0.0
2023-09-06 11:30:00-04:00,247.17999267578125,249.7041015625,247.1300048828125,249.3600006103516,12956554.0,0.0,0.0,0.008781965150044257,0.0,-0.06421104560477323,0.0,0.0,251.7922183753379,252.40246055175794,0.0,-0.6102421764200301,-0.17728270109349814,-0.43295947532653195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03094024678145424,0.0,0.0
2023-09-06 12:30:00-04:00,249.3600006103516,251.0800018310547,247.41000366210935,250.57269287109372,13957489.0,0.0,0.0,0.004863218871406172,0.0,-0.05565474403108161,0.0,0.0,251.56907461289805,252.16513910390455,0.0,-0.5960644910065014,-0.2689097638340861,-0.3271547271724153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026051117226291165,0.0,0.0
2023-09-06 13:30:00-04:00,250.57000732421875,251.98989868164065,250.1499938964844,251.4748992919922,12365670.0,0.0,0.0,0.0036005775831391418,0.0,-0.0486135565383369,0.0,0.0,251.55233055000534,252.08033226730856,0.0,-0.5280017173032263,-0.32455184954228095,-0.20344986776094537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019514626793285417,0.0,0.0
2023-09-06 14:30:00-04:00,251.5,252.44000244140625,250.9600067138672,251.65890502929688,11030109.0,0.0,0.0,0.000731706177526048,0.0,-0.04273655978052065,0.0,0.0,251.57083592831972,252.0309621423898,0.0,-0.4601262140700726,-0.3532440953420309,-0.10688211872804171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024461271248167105,0.0,0.0
2023-09-06 15:30:00-04:00,251.6499938964844,252.2400054931641,251.23159790039065,251.9900054931641,6494587.0,0.0,0.0,0.0013156715588056311,0.0,-0.03777301565106787,0.0,0.0,251.6422071218796,252.02636222326626,49.65948350614099,-0.38415510138665354,-0.3597107008697543,-0.024444400516899223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01942160858741948,0.0,0.0
2023-09-07 09:30:00-04:00,244.0,248.6999969482422,243.26499938964844,245.25929260253903,29590743.5,0.0,0.0,-0.026710237485222943,-0.8,-0.12321218750734177,0.0,0.0,250.5729596682068,251.29433105258116,38.60013520629551,-0.7213713843743506,-0.4346806066304216,-0.286690777743929,0.0,0.0,0.0,0.0,3.356459481375564,0.0,0.0,-0.01644493101449862,0.0,0.0
2023-09-07 10:30:00-04:00,245.26499938964844,246.94000244140625,243.50999450683597,246.07989501953125,17260405.0,0.0,0.0,0.003345856576052686,0.0,-0.10983058349501065,0.0,0.0,249.83044530919832,250.7488582079546,39.952381916385924,-0.9184128987562872,-0.5342291062158332,-0.384183792540454,0.0,0.0,0.0,0.0,3.3936026436941984,0.0,0.0,-0.01793011760413088,0.0,0.0
2023-09-07 11:30:00-04:00,246.05870056152344,250.38999938964844,246.0200042724609,249.7100067138672,14452877.0,0.0,0.0,0.014751760577790485,0.4,-0.055999730163780306,0.0,0.0,249.81076645153942,250.64340570915056,40.730475483571325,-0.8326392576111346,-0.5952860158727908,-0.2373532417383437,0.0,0.0,0.0,0.0,3.440173557826457,0.0,0.0,-0.00701816596047522,0.0,0.0
2023-09-07 12:30:00-04:00,249.7100067138672,251.1999969482422,248.91000366210935,250.82000732421875,12279241.0,0.0,0.0,0.004445158706128494,0.0,-0.050234464435179454,0.0,0.0,249.97411016867926,250.66085363736164,42.96444304668486,-0.6867434686823799,-0.6139130614569155,-0.07283040722546441,0.0,0.0,0.0,0.0,3.4780306134905214,0.0,0.0,-0.003333471171943936,0.0,0.0
2023-09-07 13:30:00-04:00,250.88999938964844,252.80999755859372,250.3000030517578,250.84669494628903,13165657.0,0.0,0.0,0.0001064014882823372,0.0,-0.04517877886595503,0.0,0.0,250.1142152433648,250.6787714286459,39.325820085536485,-0.5645561852810772,-0.6038973445288678,0.03934115924779058,0.0,0.0,0.0,0.0,3.4858877999442006,0.0,0.0,-0.0045371265603868505,0.0,0.0
2023-09-07 14:30:00-04:00,250.8600006103516,252.19000244140625,250.2100067138672,251.6649932861328,11400163.0,0.0,0.0,0.003262145191982757,0.0,-0.04072386380215218,251.43337860107422,0.0,250.36155186225926,250.77177964584467,40.98111970830066,-0.41022778358541245,-0.564711652065032,0.1544838684796196,251.43337860107422,258.7599050358877,244.10685216626075,0.058278073305754574,3.5258865356445352,15725385.475,0.7249528488903386,0.026118075346383218,0.0,0.0
2023-09-07 15:30:00-04:00,251.66909790039065,252.33990478515625,251.0,251.4900054931641,7354484.0,0.0,0.0,-0.000695320356970619,0.0,-0.03678158321303374,251.4003791809082,0.0,250.54052071364507,250.83817048156436,41.81467948785341,-0.297649767919296,-0.5108020468910048,0.21315227897170885,251.4003791809082,258.7192565824423,244.08150177937407,0.05822487162016128,3.4890943254743343,14613572.5,0.5032639349481449,0.021985178729060584,-0.002617443661693142,0.01286357580553645
2023-09-08 09:30:00-04:00,251.22000122070312,256.5199890136719,250.30999755859372,254.76499938964844,29590743.5,0.0,0.0,0.013022362022149458,0.4,0.004802308137237267,251.52412948608398,0.0,251.2073407935328,251.1946104444846,69.8788356777514,0.01273034904821202,-0.4053172271135229,0.41804757616173494,251.52412948608398,258.98859003515446,244.0596689370135,0.05935383268652533,3.140521458217082,15123141.075,1.9566532741611684,0.02024345256445237,0.009810163579134112,0.013192366901115027
2023-09-08 10:30:00-04:00,254.8800048828125,255.25,251.3999938964844,253.75999450683597,17598415.0,0.0,0.0,-0.003944831060860854,0.0,0.004351951066742096,251.43640899658203,0.0,251.6086632806887,251.42364738522244,64.67206724924634,0.1850158954662504,-0.2865495218090971,0.4715654172753475,251.43640899658203,258.74299168489966,244.12982630826437,0.05811873242603438,3.2340927124023477,15241670.225,1.1546250994943044,0.011721501860961547,-0.006866187426367687,0.012904735685594785
2023-09-08 11:30:00-04:00,253.75250244140625,254.3500061035156,250.41000366210935,250.52999877929688,13598223.0,0.0,0.0,-0.012728545860100415,-0.4,-0.0330524830289873,251.1949089050293,0.0,251.43964792138513,251.3450576417218,52.49451659855379,0.09459027966332201,-0.20995987714371056,0.30455015680703257,251.1949089050293,258.271107374573,244.11871043548567,0.05634030164376456,3.3316574096679727,15185336.525,0.8954838095035237,-0.0012625088285893593,-0.018914480809485545,0.013202899756553414
2023-09-08 12:30:00-04:00,250.50390625,250.88999938964844,246.6699981689453,247.33399963378903,18135137.0,0.0,0.0,-0.0127569519062799,-0.4,-0.06657761330317122,250.69552917480468,0.0,250.79816005125846,250.99714003349055,43.63331931520338,-0.19897998223208901,-0.20775557052643637,0.008775588294347353,250.69552917480468,257.34822981574973,244.04282853385962,0.05307394721272647,3.370943341936386,15448536.875,1.173906444781037,-0.017209360729084855,-0.03881366674280606,0.013296801263484379
2023-09-08 13:30:00-04:00,247.3600006103516,248.8800048828125,246.83999633789065,247.283203125,13973344.0,0.0,0.0,-0.00020537616690086136,0.0,-0.06056327257984665,250.19593963623046,0.0,250.2502792712581,250.67902370744733,41.47450392311795,-0.42874443618921987,-0.25208732817511903,-0.17665710801410084,250.19593963623046,256.2412134150803,244.15066585738057,0.048324315635492186,3.3852364676339284,15538216.575,0.8992887911269187,-0.016727513126872262,-0.038837007126719114,0.013296637954277128
2023-09-08 14:30:00-04:00,247.30999755859372,248.5500030517578,246.92379760742188,248.3885040283203,11077515.0,0.0,0.0,0.004469777523714802,0.0,-0.055148210919275735,249.79136428833007,0.0,249.9606685041159,250.48507587042684,43.58860379701929,-0.5244073663109532,-0.30668334086105387,-0.21772402544989933,249.79136428833007,255.10458490035035,244.4781436763098,0.042541267406565025,3.3956800188337053,15682530.275,0.706360185872493,-0.025028930098736413,-0.03154829464834641,0.01336808610194163
